election_year,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
2014,Andhra Pradesh,Aruku ,KOTHAPALLI GEETHA,Female,43,ST,YSRCP,Ceiling Fan,410730,2461,413191,1272340
2014,Andhra Pradesh,Aruku ,BURJABARIKI DHANARAJU,Male,32,ST,AAAP,Broom,8539,30,8569,1272340
2014,Andhra Pradesh,Aruku ,IILLA RAMI REDDY,Male,60,ST,IND,Table,5685,7,5692,1272340
2014,Andhra Pradesh,Aruku ,KANGALA BALUDORA,Male,58,ST,IND,Cup & Saucer,23197,18,23215,1272340
2014,Andhra Pradesh,Aruku ,CHETTI SANKARARAO,Male,32,ST,IND,Envelope,8934,17,8951,1272340
2014,Andhra Pradesh,Aruku ,BIDDIKA RAMAIAH,Male,52,ST,IND,Iron,7581,6,7587,1272340
2014,Andhra Pradesh,Aruku ,VANUGU SANKARARAO,Male,39,ST,IND,Bat,4591,23,4614,1272340
2014,Andhra Pradesh,Aruku ,SALLANGI RATNAM,Female,35,ST,IND,Pot,7648,40,7688,1272340
2014,Andhra Pradesh,Aruku ,None of the Above,,,,NOTA,NOTA,16496,36,16532,1272340
2014,Andhra Pradesh,Srikakulam,KILLI KRUPARANI,Female,52,GEN,INC,Hand,24038,133,24171,1413726
2014,Andhra Pradesh,Srikakulam,BODDEPALLI RAJARAO,Male,47,GEN,BSP,Elephant,8036,13,8049,1413726
2014,Andhra Pradesh,Srikakulam,RAMMOHAN NAIDU KINJARAPU,Male,27,GEN,TDP,Bicycle,552348,4197,556545,1413726
2014,Andhra Pradesh,Srikakulam,KADIYAM JAYALAKSHMI,Female,32,GEN,PPOI,Television,5023,3,5026,1413726
2014,Andhra Pradesh,Srikakulam,JAIDEV INJARAPU,Male,41,GEN,AAAP,Broom,2517,42,2559,1413726
2014,Andhra Pradesh,Srikakulam,PAIDI RAJA RAO,Male,40,GEN,JaSPa,Chappals,11334,89,11423,1413726
2014,Andhra Pradesh,Srikakulam,REDDY SHANTHI,Female,45,GEN,YSRCP,Ceiling Fan,426135,2718,428853,1413726
2014,Andhra Pradesh,Srikakulam,VASUDEVA RAO BODDU,Male,41,GEN,CPI(ML)(L),Auto- Rickshaw,5128,4,5132,1413726
2014,Andhra Pradesh,Srikakulam,KINJARAPU TEJESWARA RAO,Male,31,GEN,IND,Bat,2074,1,2075,1413726
2014,Andhra Pradesh,Srikakulam,TOTA TEJESWARA RAO,Male,36,GEN,IND,Coconut,2143,1,2144,1413726
2014,Andhra Pradesh,Srikakulam,None of the Above,,,,NOTA,NOTA,6100,38,6138,1413726
2014,Andhra Pradesh,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,Male,62,GEN,TDP,Bicycle,534357,2192,536549,1403736
2014,Andhra Pradesh,Vizianagaram,JHANSI LAKSHMI BOTCHA,Female,50,GEN,INC,Hand,122091,396,122487,1403736
2014,Andhra Pradesh,Vizianagaram,BONU KRISHNA,Male,50,SC,BSP,Elephant,4091,1,4092,1403736
2014,Andhra Pradesh,Vizianagaram,TADIVAKA RAMESH NAIDU,Male,44,GEN,JaSPa,Chappals,3346,42,3388,1403736
2014,Andhra Pradesh,Vizianagaram,NARU SIMHADRI NAIDU,Male,58,GEN,AAAP,Broom,2476,29,2505,1403736
2014,Andhra Pradesh,Vizianagaram,PRASADA RAO NANDA,Male,42,GEN,PPOI,Television,6396,5,6401,1403736
2014,Andhra Pradesh,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,Male,33,GEN,YSRCP,Ceiling Fan,427629,2009,429638,1403736
2014,Andhra Pradesh,Vizianagaram,YELLA RAO SIYYADULA,Male,33,SC,IND,Auto- Rickshaw,5125,0,5125,1403736
2014,Andhra Pradesh,Vizianagaram,HARIKISHAN KUPPILI,Male,37,GEN,IND,Bat,3573,30,3603,1403736
2014,Andhra Pradesh,Vizianagaram,None of the Above,,,,NOTA,NOTA,6506,22,6528,1403736
2014,Andhra Pradesh,Visakhapatnam,IMANDI VENKATA KURMARAO,Male,43,GEN,BSP,Elephant,14941,6,14947,1723011
2014,Andhra Pradesh,Visakhapatnam,KAMBHAMPATI HARI BABU,Male,60,GEN,BJP,Lotus,565326,1506,566832,1723011
2014,Andhra Pradesh,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),Male,57,GEN,INC,Hand,50605,27,50632,1723011
2014,Andhra Pradesh,Visakhapatnam,KUNA RAMAM,Male,51,GEN,AAAP,Broom,6147,28,6175,1723011
2014,Andhra Pradesh,Visakhapatnam,DADI JYOTHI BHAVANI,Female,43,GEN,PPOI,Television,2715,2,2717,1723011
2014,Andhra Pradesh,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,Male,49,GEN,ICSP,Trumpet,1907,3,1910,1723011
2014,Andhra Pradesh,Visakhapatnam,JT RAMARAO,Male,42,GEN,sps,Kite,4316,7,4323,1723011
2014,Andhra Pradesh,Visakhapatnam,Y.S VIJAYAMMA,Female,58,GEN,YSRCP,Ceiling Fan,474628,1716,476344,1723011
2014,Andhra Pradesh,Visakhapatnam,SABBAM HARI,Male,60,GEN,JaSPa,Chappals,6598,46,6644,1723011
2014,Andhra Pradesh,Visakhapatnam,UMAMAHESWARARAO ARETI,Male,33,SC,IND,Bat,1750,1,1751,1723011
2014,Andhra Pradesh,Visakhapatnam,KUTIKUPPALA SURYA RAO,Male,60,GEN,IND,Gas Stove,1879,10,1889,1723011
2014,Andhra Pradesh,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,Male,50,GEN,IND,Camera,1925,2,1927,1723011
2014,Andhra Pradesh,Visakhapatnam,GEDELA KRISHNARAO,Male,60,ST,IND,Batsman,1117,1,1118,1723011
2014,Andhra Pradesh,Visakhapatnam,CHANDRASEKHAR BUDDA,Male,35,GEN,IND,Window,1347,1,1348,1723011
2014,Andhra Pradesh,Visakhapatnam,CHALAPATHIRAO RONANKI,Male,60,GEN,IND,Battery Torch,1593,1,1594,1723011
2014,Andhra Pradesh,Visakhapatnam,TANUKU DIVAKAR,Male,46,GEN,IND,Violin,5418,0,5418,1723011
2014,Andhra Pradesh,Visakhapatnam,DURGAPRASAD GUNTU,Male,45,GEN,IND,Letter Box,2610,1,2611,1723011
2014,Andhra Pradesh,Visakhapatnam,NAGENDRA SAIRAM,Male,27,GEN,IND,CALCULATOR,2377,0,2377,1723011
2014,Andhra Pradesh,Visakhapatnam,J. PADMAJA,Female,34,GEN,IND,Pressure Cooker,1539,1,1540,1723011
2014,Andhra Pradesh,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,Male,46,GEN,IND,School Bag,991,3,994,1723011
2014,Andhra Pradesh,Visakhapatnam,SREENADH REDDY,Male,39,GEN,IND,Cauliflower,1378,1,1379,1723011
2014,Andhra Pradesh,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),Male,41,GEN,IND,Mixee,1759,0,1759,1723011
2014,Andhra Pradesh,Visakhapatnam,None of the Above,,,,NOTA,NOTA,7312,17,7329,1723011
2014,Andhra Pradesh,Anakapalli,KARANAM TIRUPATHI RAO,Male,45,GEN,BSP,Elephant,14819,15,14834,1401474
2014,Andhra Pradesh,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),Male,47,GEN,TDP,Bicycle,566667,1796,568463,1401474
2014,Andhra Pradesh,Anakapalli,VIJAYA LAKSHMI THOTA,Female,44,GEN,INC,Hand,17697,73,17770,1401474
2014,Andhra Pradesh,Anakapalli,KONDARAJU JAMPANA,Male,47,GEN,JaSPa,Chappals,6215,46,6261,1401474
2014,Andhra Pradesh,Anakapalli,GUDIVADA AMARNADH,Male,30,GEN,YSRCP,Ceiling Fan,518566,1965,520531,1401474
2014,Andhra Pradesh,Anakapalli,VADLAMURI KRISHNA SWAROOP,Male,41,SC,DABAP,Auto- Rickshaw,5501,5,5506,1401474
2014,Andhra Pradesh,Anakapalli,SARISA LEELA PRASANNA KUMARI,Female,43,GEN,PPOI,Television,2871,4,2875,1401474
2014,Andhra Pradesh,Anakapalli,APPALARAJU SADARAM,Male,60,GEN,IND,Violin,3225,3,3228,1401474
2014,Andhra Pradesh,Anakapalli,None of the Above,,,,NOTA,NOTA,8559,45,8604,1401474
2014,Andhra Pradesh,Kakinada,THOTA NARASIMHAM,Male,53,GEN,TDP,Bicycle,512045,2357,514402,1418290
2014,Andhra Pradesh,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,Male,51,GEN,INC,Hand,19528,226,19754,1418290
2014,Andhra Pradesh,Kakinada,MUTHABATHULA RATNA KUMAR,Male,37,SC,BSP,Elephant,2469,42,2511,1418290
2014,Andhra Pradesh,Kakinada,ARJUNARAO YEGUPATI,Male,57,SC,CPI(ML)(L),Cup & Saucer,1489,6,1495,1418290
2014,Andhra Pradesh,Kakinada,KOLA VENKATA PRASAD VARMA,Male,48,GEN,RJD,Candles,3459,14,3473,1418290
2014,Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,Male,44,GEN,YSRCP,Ceiling Fan,508068,2903,510971,1418290
2014,Andhra Pradesh,Kakinada,TEKUMUDI VENKATA RAO,Male,55,GEN,PPOI,Television,3819,7,3826,1418290
2014,Andhra Pradesh,Kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,Male,38,GEN,JaSPa,Chappals,6263,179,6442,1418290
2014,Andhra Pradesh,Kakinada,MOTHA SARADA,Female,33,SC,RPI(KH),Auto- Rickshaw,6835,1,6836,1418290
2014,Andhra Pradesh,Kakinada,ROKKAM DAYAKAR,Male,45,SC,RP(K),Electric Pole,1834,3,1837,1418290
2014,Andhra Pradesh,Kakinada,SRINIVAS DANGETI,Male,44,GEN,AAAP,Broom,2266,90,2356,1418290
2014,Andhra Pradesh,Kakinada,KARRA VENKATA APPALA NARASIMHA RAO,Male,45,GEN,IND,Ice Cream,1904,3,1907,1418290
2014,Andhra Pradesh,Kakinada,KUNCHE RAMADAS,Male,69,SC,IND,Envelope,1117,5,1122,1418290
2014,Andhra Pradesh,Kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),Male,53,GEN,IND,Kite,1413,4,1417,1418290
2014,Andhra Pradesh,Kakinada,CHAGANTI SURYANARAYANA MURTY,Male,49,GEN,IND,Gas Stove,1230,6,1236,1418290
2014,Andhra Pradesh,Kakinada,JALLURI VENKATESWARLU (J.V),Male,47,SC,IND,Coconut,6634,2,6636,1418290
2014,Andhra Pradesh,Kakinada,DONKA LEELAVATHI,Female,62,GEN,IND,Letter Box,3754,2,3756,1418290
2014,Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,Male,42,SC,IND,Pot,1693,4,1697,1418290
2014,Andhra Pradesh,Kakinada,PEPAKAYALA SUBHA RAJENDRA,Male,48,GEN,IND,Pressure Cooker,1158,3,1161,1418290
2014,Andhra Pradesh,Kakinada,PRABHAKARA RAO MADIKI,Male,45,SC,IND,Slate,495,1,496,1418290
2014,Andhra Pradesh,Kakinada,MERLA BHAVANI SANKARA PRASAD,Male,54,GEN,IND,Bat,908,2,910,1418290
2014,Andhra Pradesh,Kakinada,VINJAMALLA CHITTI BABU,Male,40,SC,IND,Battery Torch,1394,6,1400,1418290
2014,Andhra Pradesh,Kakinada,None of the Above,,,,NOTA,NOTA,4158,200,4358,1418290
2014,Andhra Pradesh,Amalapuram ,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Male,63,SC,INC,Hand,12092,90,12182,1357865
2014,Andhra Pradesh,Amalapuram ,GEDDAM SAMPADA RAO,Male,44,SC,BSP,Elephant,7117,102,7219,1357865
2014,Andhra Pradesh,Amalapuram ,DR PANDULA RAVINDRA BABU,Male,58,SC,TDP,Bicycle,591480,3067,594547,1357865
2014,Andhra Pradesh,Amalapuram ,KUNCHE PEDASATYANARAYANA,Male,43,SC,PPOI,Television,4543,17,4560,1357865
2014,Andhra Pradesh,Amalapuram ,KONKI VENKATA RAO,Male,33,SC,RP(K),Ring,3220,13,3233,1357865
2014,Andhra Pradesh,Amalapuram ,PINIPE VISWARUPU,Male,51,SC,YSRCP,Ceiling Fan,470804,3167,473971,1357865
2014,Andhra Pradesh,Amalapuram ,VIJAYA CHAKRAVARTHY PANTHAGADA,Male,61,SC,RPI(KH),Electric Pole,2861,6,2867,1357865
2014,Andhra Pradesh,Amalapuram ,G.V.HARSHA KUMAR,Male,54,SC,JaSPa,Chappals,9587,344,9931,1357865
2014,Andhra Pradesh,Amalapuram ,UNDRU GANI RAJU,Male,32,SC,IND,Cup & Saucer,856,6,862,1357865
2014,Andhra Pradesh,Amalapuram ,KASI CHANDRAMOULI,Male,28,SC,IND,Auto- Rickshaw,1090,20,1110,1357865
2014,Andhra Pradesh,Amalapuram ,KOMMU SATYAVATHI,Female,41,SC,IND,Lady Purse,619,6,625,1357865
2014,Andhra Pradesh,Amalapuram ,BHASKARA RAO BUNGA,Male,65,SC,IND,Coconut,816,8,824,1357865
2014,Andhra Pradesh,Amalapuram ,YALANGI RAMESH,Male,50,SC,IND,Stethoscope,1161,10,1171,1357865
2014,Andhra Pradesh,Amalapuram ,VADDI WINSTON CHURCHILL,Male,46,SC,IND,Trumpet,1676,8,1684,1357865
2014,Andhra Pradesh,Amalapuram ,None of the Above,,,,NOTA,NOTA,5992,149,6141,1357865
2014,Andhra Pradesh,Rajahmundry,DURGESH KANDULA,Male,55,GEN,INC,Hand,21056,187,21243,1421276
2014,Andhra Pradesh,Rajahmundry,MARRE BABJI,Male,47,SC,BSP,Elephant,6037,42,6079,1421276
2014,Andhra Pradesh,Rajahmundry,MURALI MOHAN MAGANTI,Male,73,GEN,TDP,Bicycle,627653,2920,630573,1421276
2014,Andhra Pradesh,Rajahmundry,KOLLABATHULA RICHMOND CAREY,Male,40,GEN,GaAP,Window,5457,24,5481,1421276
2014,Andhra Pradesh,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,Male,39,GEN,YSRCP,Ceiling Fan,461204,1935,463139,1421276
2014,Andhra Pradesh,Rajahmundry,MULLAPUDI SATYANARAYANA,Male,43,GEN,JaSPa,Chappals,11540,178,11718,1421276
2014,Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Male,44,GEN,RPC(S),Gas Cylinder,985,6,991,1421276
2014,Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Male,47,GEN,PPOI,Television,1322,7,1329,1421276
2014,Andhra Pradesh,Rajahmundry,ANNAMDEVULA DHARMA RAO,Male,52,GEN,IND,Almirah,588,2,590,1421276
2014,Andhra Pradesh,Rajahmundry,CHEEKATLA VENKATESWARA RAO,Male,46,GEN,IND,Auto- Rickshaw,1351,5,1356,1421276
2014,Andhra Pradesh,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),Male,47,GEN,IND,Scissors,978,11,989,1421276
2014,Andhra Pradesh,Rajahmundry,POLU PEDA VENGALA REDDY,Male,66,GEN,IND,Lady Purse,764,1,765,1421276
2014,Andhra Pradesh,Rajahmundry,MUTYALA RAMBABU,Male,30,GEN,IND,Gas Stove,1277,5,1282,1421276
2014,Andhra Pradesh,Rajahmundry,ILLA GOVINDA RAJAN,Male,36,GEN,IND,Pot,1390,0,1390,1421276
2014,Andhra Pradesh,Rajahmundry,None of the Above,,,,NOTA,NOTA,7361,95,7456,1421276
2014,Andhra Pradesh,Narsapuram,KANUMURU BAPI RAJU,Male,66,GEN,INC,Hand,26859,224,27083,1325028
2014,Andhra Pradesh,Narsapuram,GOKARAJU GANGA RAJU,Male,69,GEN,BJP,Lotus,537498,2808,540306,1325028
2014,Andhra Pradesh,Narsapuram,CHINTAPALLI KANAKA RAO,Male,55,GEN,BSP,Elephant,8454,37,8491,1325028
2014,Andhra Pradesh,Narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,Male,48,GEN,PPOI,Television,4205,27,4232,1325028
2014,Andhra Pradesh,Narsapuram,GITADAS DAS,Female,28,GEN,pjdl,Auto- Rickshaw,23255,5,23260,1325028
2014,Andhra Pradesh,Narsapuram,NALLI RAJESH,Male,31,SC,RP(K),Electric Pole,6705,3,6708,1325028
2014,Andhra Pradesh,Narsapuram,VANKA RAVINDRANATH,Male,53,GEN,YSRCP,Ceiling Fan,452576,2379,454955,1325028
2014,Andhra Pradesh,Narsapuram,SAROJA  POLASAPALLI,Female,33,GEN,JaSPa,Chappals,6704,134,6838,1325028
2014,Andhra Pradesh,Narsapuram,ADDANKI (SEKHAR BABU) DORABABU,Male,44,GEN,IND,Coconut,1339,11,1350,1325028
2014,Andhra Pradesh,Narsapuram,BADAMPUDI SIVA,Male,27,GEN,IND,Carrom Board,1597,8,1605,1325028
2014,Andhra Pradesh,Narsapuram,MEDAPATI  VARAHALA REDDY,Male,38,GEN,IND,Gas Cylinder,1242,8,1250,1325028
2014,Andhra Pradesh,Narsapuram,VANGALAPUDI YASHYAA,Male,40,SC,IND,Candles,1274,7,1281,1325028
2014,Andhra Pradesh,Narsapuram,VOLETI VENKATA LAKSHMANA RAO,Male,49,GEN,IND,Battery Torch,1295,3,1298,1325028
2014,Andhra Pradesh,Narsapuram,SHIVAJI GOTTUMUKKALA,Male,43,SC,IND,Lady Purse,2274,12,2286,1325028
2014,Andhra Pradesh,Narsapuram,None of the Above,,,,NOTA,NOTA,7900,104,8004,1325028
2014,Andhra Pradesh,Eluru ,NETALA RAMESH BABU,Male,51,SC,BSP,Elephant,11624,46,11670,1427764
2014,Andhra Pradesh,Eluru ,MAGANTI VENKATESWARA RAO (BABU),Male,54,GEN,TDP,Bicycle,620374,3097,623471,1427764
2014,Andhra Pradesh,Eluru ,MUSUNURI NAGESWARA RAO,Male,61,GEN,INC,Hand,11680,90,11770,1427764
2014,Andhra Pradesh,Eluru ,ASHOK YANTRAPATI,Male,52,SC,MaSP,Almirah,1205,7,1212,1427764
2014,Andhra Pradesh,Eluru ,GOVADA VIJAYA KUMARI,Female,38,SC,pjdl,Television,4477,6,4483,1427764
2014,Andhra Pradesh,Eluru ,THOTA CHANDRA SEKHAR,Male,52,GEN,YSRCP,Ceiling Fan,518063,3482,521545,1427764
2014,Andhra Pradesh,Eluru ,MENDEM SANTOSH KUMAR ( PEDABABULU),Male,39,SC,ILP(AP),Auto- Rickshaw,3409,14,3423,1427764
2014,Andhra Pradesh,Eluru ,U .V. RAMA RAO,Male,47,GEN,PPOI,Battery Torch,1311,12,1323,1427764
2014,Andhra Pradesh,Eluru ,SAVANAPUDI NAGARAJU,Male,55,SC,MCPI,Carrom Board,2310,8,2318,1427764
2014,Andhra Pradesh,Eluru ,K.V.V.SATYANARAYANA,Male,68,GEN,JaSPa,Chappals,2761,112,2873,1427764
2014,Andhra Pradesh,Eluru ,GANGADHARA RAO NANNAPANENI,Male,65,GEN,IND,Sewing Machine,1293,9,1302,1427764
2014,Andhra Pradesh,Eluru ,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,Male,34,GEN,IND,CALCULATOR,750,1,751,1427764
2014,Andhra Pradesh,Eluru ,K.VIJAYA LAKSHMI PANDIT,Female,50,GEN,IND,Candles,1312,8,1320,1427764
2014,Andhra Pradesh,Eluru ,U VENKATESWARARAO (U.V),Male,48,GEN,IND,Scissors,3957,14,3971,1427764
2014,Andhra Pradesh,Eluru ,C.V.SARADA DEVI,Female,53,GEN,IND,Coat,2715,6,2721,1427764
2014,Andhra Pradesh,Eluru ,None of the Above,,,,NOTA,NOTA,7479,65,7544,1427764
2014,Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,Male,64,GEN,TDP,Bicycle,583374,3906,587280,1369311
2014,Andhra Pradesh,Machilipatnam ,PRASADA RAO PEGGEM,Male,37,SC,BSP,Elephant,4057,28,4085,1369311
2014,Andhra Pradesh,Machilipatnam ,SISTLA RAMESH,Male,51,GEN,INC,Hand,13992,119,14111,1369311
2014,Andhra Pradesh,Machilipatnam ,KAMMILI SRINIVAS,Male,42,GEN,JaSPa,Chappals,7508,184,7692,1369311
2014,Andhra Pradesh,Machilipatnam ,KOLUSU PARTHA SARATHY,Male,48,GEN,YSRCP,Ceiling Fan,502875,3348,506223,1369311
2014,Andhra Pradesh,Machilipatnam ,VADAPALLI RAGHUNADH,Male,63,GEN,PPOI,Television,4393,8,4401,1369311
2014,Andhra Pradesh,Machilipatnam ,JAMPANA SRINIVASA GOUD,Male,48,GEN,IND,Letter Box,921,10,931,1369311
2014,Andhra Pradesh,Machilipatnam ,PARASA SRINIVASA RAO,Male,35,GEN,IND,Electric Pole,3395,4,3399,1369311
2014,Andhra Pradesh,Machilipatnam ,MOHAMMAD ISHAQ,Male,41,GEN,IND,Battery Torch,1758,12,1770,1369311
2014,Andhra Pradesh,Machilipatnam ,YUNDURI SUBRAMANYASWARA RAO (MANI),Male,55,GEN,IND,Auto- Rickshaw,1596,1,1597,1369311
2014,Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHAN RAO,Male,51,GEN,IND,Air Conditioner,1398,7,1405,1369311
2014,Andhra Pradesh,Machilipatnam ,None of the Above,,,,NOTA,NOTA,8003,168,8171,1369311
2014,Andhra Pradesh,Vijayawada,AVINASH DEVINENI,Male,26,GEN,INC,Hand,39524,236,39760,1564513
2014,Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),Male,48,GEN,TDP,Bicycle,589702,3251,592953,1564513
2014,Andhra Pradesh,Vijayawada,CHIGURUPATI RAMALINGESWARA RAO,Male,37,GEN,BSP,Elephant,3549,33,3582,1564513
2014,Andhra Pradesh,Vijayawada,ISHWARYA LAKSHMI CHINNAM,Female,35,GEN,JaSPa,Chappals,5175,121,5296,1564513
2014,Andhra Pradesh,Vijayawada,KAMBALA. SUBRAHMANYAM (SASTRY),Male,39,GEN,WPOI,Auto- Rickshaw,7529,10,7539,1564513
2014,Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Male,63,GEN,YSRCP,Ceiling Fan,514926,3313,518239,1564513
2014,Andhra Pradesh,Vijayawada,RAJA KUMARI GUNDAPANENI,Female,54,GEN,PPOI,Television,2564,7,2571,1564513
2014,Andhra Pradesh,Vijayawada,SUNKARA KRISHNA MURTHY,Male,51,GEN,ARPS,Camera,799,4,803,1564513
2014,Andhra Pradesh,Vijayawada,HAR MOHINDER SINGH SAHANI,Male,62,GEN,AAAP,Broom,3021,67,3088,1564513
2014,Andhra Pradesh,Vijayawada,ALTAF ALI MOHAMED,Male,36,GEN,IND,Dish Antenna,1164,4,1168,1564513
2014,Andhra Pradesh,Vijayawada,AHMED ANSARI SYED,Male,58,GEN,IND,Cup & Saucer,499,5,504,1564513
2014,Andhra Pradesh,Vijayawada,P.V. KRISHNAIAH,Male,56,GEN,IND,Air Conditioner,420,3,423,1564513
2014,Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Male,42,GEN,IND,Pen Nib with Seven Rays,861,153,1014,1564513
2014,Andhra Pradesh,Vijayawada,KONERU RAMACHANDRA PRASAD,Male,42,GEN,IND,Electric Pole,1077,22,1099,1564513
2014,Andhra Pradesh,Vijayawada,CHATRAGADDA PRATAP,Male,25,GEN,IND,Coconut,948,2,950,1564513
2014,Andhra Pradesh,Vijayawada,TATINENI SRINIVASA RAO,Male,55,GEN,IND,Carrot,2454,6,2460,1564513
2014,Andhra Pradesh,Vijayawada,DASARI VENKATA NAGESH,Male,50,GEN,IND,Bat,1871,3,1874,1564513
2014,Andhra Pradesh,Vijayawada,M.PHANI PRAKASH,Male,61,GEN,IND,Dolli,2808,1,2809,1564513
2014,Andhra Pradesh,Vijayawada,BOLISETTY HARIBABU,Male,55,GEN,IND,Basket containing Fruits,662,5,667,1564513
2014,Andhra Pradesh,Vijayawada,V.R.K.MURTHY.,Male,72,GEN,IND,Pot,745,4,749,1564513
2014,Andhra Pradesh,Vijayawada,YARAM KATAM RAJU,Male,52,SC,IND,Trumpet,1401,1,1402,1564513
2014,Andhra Pradesh,Vijayawada,SURAPANENI SARATBABU,Male,64,GEN,IND,Gas Stove,1515,6,1521,1564513
2014,Andhra Pradesh,Vijayawada,None of the Above,,,,NOTA,NOTA,5165,129,5294,1564513
2014,Andhra Pradesh,Guntur,ABDUL WAHEED SHAIK,Male,44,GEN,INC,Hand,46677,141,46818,1572017
2014,Andhra Pradesh,Guntur,JAYADEV GALLA,Male,48,GEN,TDP,Bicycle,615170,3247,618417,1572017
2014,Andhra Pradesh,Guntur,MALLELA BABU RAO,Male,60,SC,BSP,Elephant,4201,22,4223,1572017
2014,Andhra Pradesh,Guntur,ABBURI KOTESWARA RAO,Male,49,GEN,PPOI,Television,1635,1,1636,1572017
2014,Andhra Pradesh,Guntur,EMANI CHANDRA SEKHAR RAO,Male,47,SC,NPT,Auto- Rickshaw,1454,1,1455,1572017
2014,Andhra Pradesh,Guntur,UDAIA KUMAR MUSUKU,Male,57,GEN,ICSP,Trumpet,2814,38,2852,1572017
2014,Andhra Pradesh,Guntur,KATA VEERA VARA PRASAD,Male,44,GEN,AAAP,Broom,2289,55,2344,1572017
